date,name,round,amount,chains,sector,category,categoryGroup,source,leadInvestors,otherInvestors,valuation,defillamaId
2023-01-27,Senken,,7.5,,Carbon credits platform,,,https://twitter.com/senken_io/status/1618967597269278721 ,"Obvious Ventures, Offline Ventures","Inflection Venture Partners, Kraken Ventures, Climate capital",,
2023-01-26,Bunzz,Seed,4.5,"Ethereum, Polygon, Avalanche, BSC, Arbitrum, Astar",DApp integrated development environment,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/BunzzDev/status/1618628630816632833 ,,"gjmp, DG Daiwa Ventures, Coincheck, Ceres",,
2023-01-26,Ethos Wallet,Seed,4.2,Sui,Sui Wallet,,,https://twitter.com/TheBlock__/status/1618609984304021510,"Boldstart Ventures, gumi Cryptos Capital","Tribe Capital, Matrix Port, AllianceDAO, Notably, Mysten Labs",,
2023-01-26,ValuesCo,Seed,2.7,,Web3 rewards-driven ecosystem,,,https://twitter.com/values_co/status/1618675372106846208?s=20&t=mhNfijodg1MJKEgOf_MeXw,,"Flori Ventures, Metaweb, Own.fund, Reine Reinsberg , Richard Spanton Jr. ",,
2023-01-26,Spatial Labs,Seed,10.0,,Web3 infrastructure & hardware ,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/TechCrunch/status/1618587191814361089 ,Blockchain Capital,Marcy Venture Partners,,
2023-01-26,StoryCo,Seed,6.0,,Web3 storytelling platform ,NFT,"NFT, Gaming & Metaverse",https://twitter.com/CoinDesk/status/1618659328407257088,"Collab+Currency, Patron","Blockchange Ventures, Flamingo DAO, United Talent Agency, William Morris Endeavor",,
2023-01-26,Brave Group,Strategic ,2.3,,Metaverse,,,https://twitter.com/animocabrands/status/1618472070417125376,Animoca Brands,,,
2023-01-26,Hatchfi,Pre-Seed,1.2,"Ethereum, Polygon, Arbitrum, Optimism",crypto integration platform bridging web2 and web3,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/HatchfiAPI/status/1618666065265057793,"Golden.com, Delta Blockchain Fund, OrangeDAO",,,
2023-01-25,Tholos,Pre-Seed,1.5,,Crypto Wallet,,,https://twitter.com/TholosApp/status/1618295137423228930,"NorthIslandVC, Lattice Capital, Chainforest, Dispersion Capital","Reverie, Alex Zhang, Mike Ippolito, Brandon Kumar, 369 Capital, Can Gurel, Vasanth Thiruvadi, Arnav Pagidyala",,
2023-01-24,Blockstream,Convertible note issuance,125.0,Bitcoin,Bitcoin and blockchain infrastructure,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/CoinDesk/status/1617991736239837189?s=20&t=x3xv7yYFFViDcHd77dHE5Q,Kingsway Capital,"Fulgur Ventures, Cohen & Company Capital Markets",,
2023-01-24,Kolibrio,Seed,2.0,"Ethereum, Avalanche, Aurora",BEV Relay (Broadcaster Extractable Value),Infrastructure,Web3 Infrastructure & Tools,https://www.binance.com/en-IN/feed/post/221932,Jump Crypto,"Delta Blockchain Fund, Everstake Capital",,
2023-01-24,Voldex,Series A,,,gaming studio,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/TheBlock__/status/1617942423690268677?s=20&t=EtZKlj0jHtkMf7gBCruFrw,a16z,,,
2023-01-24,Asset Reality,Seed,4.91,,SaaS solution for complex asset recovery,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/CoinDesk/status/1617900229373599746,"Framework Ventures, Techstars, SGH CAPITAL, Outrun Ventures",,,
2023-01-24,QuickNode,Series B,60.0,"Solana, Ethereum, Polygon, BSC, Algorand, Arbitrum, Avalanche, Fantom, Celo, Near, Arbitrum Nova, Optimism",Web3 infrastructure,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/QuickNode/status/1617872366759211013,10T Holdings,"Tiger Global, 776, Protocol Labs, QED Investors",800,
2023-01-23,Tribes,Pre-Seed,3.3,,Web3 social wallet,,,https://twitter.com/CoinDesk/status/1617533210417668096,"Kindred Ventures, South Park Commons, Script Capital",,,
2023-01-23,Calimero,Seed,8.5,Near,private shard with built-in privacy features and confidential native WASM or EVM smart contracts,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/CalimeroNetwork/status/1617491593849708544 ,"Khosla Ventures, Lyrik Ventures, Near","GSR, FJ Labs, Warburg Serres Investments",,
2023-01-22,Gifto,Strategic ,2.5,,"web3 solution to store, earn and gift",,,https://twitter.com/GiftoMetaverse/status/1617187174964764675 ,,Pools Ventures,,
2023-01-20,Neutra Finance,Public token sale,0.391,Arbitrum,"Neutra Finance aims to make risk-hedged, sustainable investment strategies easily accessible for anyone, anywhere, through automated strategy vaults",DeFi,DeFi & CeFi,https://twitter.com/CamelotDEX/status/1616450742109483016,,,4,2459
2023-01-20,Hyper Oracle,Pre-Seed,3.0,,"Middleware for fully decentralized infra, empowered by ZK",Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/HyperOracle/status/1616284387741675520,"Dao5, Sequoia Capital China","Foresight Ventures, FutureMoney Group",,
2023-01-20,SphereOne,Seed,2.5,,1-click checkout for web3,,,https://twitter.com/sphereone_/status/1616107906016968705,Distributed Global,"Newark Venture Partners, Zero Knowledge, Leore Avidar , Eric Feldman",,
2023-01-20,Architect,Seed,5.0,,Trading software to make centralized and decentralized crypto markets easier to use for large investors like institutions,,,https://twitter.com/BrettHarrison88/status/1616438221872701441,"Coinbase Ventures, Circle Ventures","Salt Fund, SV Angel, Third Kind Venture Capital, Motivate Venture Capital",,
2023-01-19,Cypher,Seed,4.3,,Multichain wallet,Custody,Web3 Infrastructure & Tools,https://twitter.com/TheBlock__/status/1616073246323126273,Y Combinator,"OrangeDAO, Samsung Next, Bali Srinivasan",,
2023-01-19,Nil Foundation,,22.0,,Marketplace for zero knowledge / non-interactive proofs,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/TheBlock__/status/1616073304808251392,Polychain Capital,"Blockchain Capital, StarkWare, Mina Protocol",220,
2023-01-19,Gateway,Seed,4.2,Ethereum,Web3 Credential Protocol,,,https://twitter.com/Gateway_xyz/status/1616089899798495234 ,Reciprocal Ventures,"Red Beard Ventures, Hannah Grey VC, The Spartan Group, 6th Man Ventures, Figment Capital, Visary Capital, Sandeep Nailwal, Ryan Selkis",,
2023-01-19,Candy Digital,Series A,38.0,,Sports NFT company,,,https://twitter.com/CoinDesk/status/1616149586556354571,"Galaxy Digital, ConsenSys Mesh","10T Holdings, ConsenSys",,
2023-01-19,Neopets,,4.0,Solana,GameFi platform,Gaming,"NFT, Gaming & Metaverse",https://www.prnewswire.com/news-releases/neopets-raise-4m-from-web3-leaders-to-bring-90s-classic-to-the-metaverse-301725082.html,,"Polygon Ventures, Blizzard Fund, Hashkey Capital, IDG Capital, NetDragon",,
2023-01-19,EZ Finance,Private,0.21,Aptos,EZ Fi is Aptos and Sui’s very first leveraged yield farming protocol,DeFi,DeFi & CeFi,https://zycrypto.com/ez-finance-successfully-completed-private-round-led-by-top-angel-investors/,,,10,
2023-01-19,PLAI Labs,Seed,32.0,,social platform powered by web3 and AI,,,https://twitter.com/andrewchen/status/1616220559653867520?s=20&t=REdlRoPljDoZI3BWi27gkA,"a16z Games, a16z crypto",,,
2023-01-19,Ulvetanna,Seed,15.0,,Hardware Acceleration Platform for Next-Gen Blockchain,,,https://twitter.com/TheBlock__/status/1616027943385325570,"Bain Capital Crypto, Paradigm",Jump Crypto,55,
2023-01-19,Mask,Strategic ,5.0,,"Mask Network is the Portal to the New, Open Internet.",,,https://news.mask.io/2023/01/19/dwf-labs-announces-strategic-5m-investment-in-mask-network,DWF Labs,,,
2023-01-18,Arch,,2.75,,"Loans backed by cryptocurrencies, public stock and pre-IPO companies",CeFi,DeFi & CeFi,https://twitter.com/CoinDesk/status/1615711132781510658?s=20,,"Tribe Capital, Castle Island Ventures, Picus Capital, Global Founders Capital",,
2023-01-18,Metahood,Seed,3.0,,Metaverse,NFT,"NFT, Gaming & Metaverse",https://twitter.com/decryptmedia/status/1615726111194750977,1confirmation,"Volt Capital, Flamingo DAO, Neon DAO, Sébastien Borget, John Crain, Brian O'Hagan, Packy McCormick",,
2023-01-18,Intella X,Seed,12.0,Polygon,Web3 gaming platform,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/TheBlock__/status/1615514528762011650 ,,"Polygon, Animoca Brands, Magic Eden, Planetarium, Big Brain Holdings, Crit Ventures, JoyCity, Pearl Abyss, XL Games, Wemix, Global Coin Research",,
2023-01-18,Blue,Seed,3.2,Ethereum,KYC/AML products for DeFi protocols,,,https://twitter.com/CoinDesk/status/1615689276133462017,"Blockchange Ventures, Fenbushi Capital","Dorahacks, Knollwood Investment Advisory, Gate.io, Wave Financial Group",,
2023-01-17,Diva,Seed,3.5,Ethereum,Ethereum Liquid Staking using Distributed Validators,Liquid Staking Protocol,DeFi & CeFi,https://twitter.com/TheBlock__/status/1615348536287133697?s=20&t=Ql9wEcWwdTX9B24bKEmziA,AT&T Capital,"Gnosis, Bankless, OKX Ventures, Metaweb, DCVC, Alphemy Capital fund, Very Early Ventures, Stake.vc",,
2023-01-17,SYKY,Series A,9.5,,Web3 Fashion Platform,NFT,"NFT, Gaming & Metaverse",https://twitter.com/web3newstoday/status/1615292243086118912,Seven Seven Six,"Brevan Howard Digital, Leadout Capital, First Light Capital Group, Polygon Ventures",,
2023-01-17,Trusta Labs,Seed,3.0,Ethereum,Web3 security infrastructure,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/trustalabs/status/1615235333171580929,"SevenX Ventures, Vision Plus","Hashkey Capital, Redpoint, GGV Capital, SNZ Holding",,
2023-01-17,Parfin,Seed,15.0,,Web3 infrastructure,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/TheBlock__/status/1615333577926868998,Framework Ventures,"Alexia Ventures, Valor Capital Group, L4 Venture Builder",,
2023-01-17,Obol Labs,Series A,12.5,Ethereum,Building Distributed Validators for Ethereum,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/ObolNetwork/status/1615385163218948096,"Pantera Capital, Archetype Ventures","BlockTower Capital, Placeholder, Nascent , IEX, The Spartan Group, Coinbase Ventures, Ethereal Ventures, Stakely.vc, Cosmostation, Kukis Global, Swiss Staking, a41 Ventures, Blockscape Lab, DSRV",,
2023-01-17,Sleepagotchi,Seed,3.5,,"Gamification of sleep routines with digital collectibles, virtual pets and other features.",NFT,"NFT, Gaming & Metaverse",https://twitter.com/sleepagotchi/status/1615415799484715021?s=61&t=tonlPXnSPzMFGzVjVzalfQ,,"6th Man Ventures, Collab+Currency, Shima Capital, 1kx, DeFi Alliance, Sfermion, Emoote, LCA Game Guild, Cem Kansu, Santiago Roel Santos, Justin Melillo",,
2023-01-17,Elixir Protocol,Seed,2.1,,"decentralized, algorithmic market making protocol",DEX,,https://www.theblock.co/post/202510/falconx-bitmex-founder-hayes-invest-in-market-maker-elixir-amid-dearth-of-providers,,"FalconX, OP Crypto, Chapter One, Arthur Hayes, MH Ventures",,5140
2023-01-13,Sortium,Seed,7.8,,Web3 studio,,,https://twitter.com/CoinDesk/status/1614010683846234118,,Arca,,
2023-01-13,Psychic VR Lab,Strategic ,0.78,,Web3 metaverse platform,,,https://twitter.com/animocabrands/status/1613720698513690624 ,Animoca Brands,,,
2023-01-12,CyberX,Series A,15.0,,Market maker,,,https://twitter.com/TheBlock__/status/1613581837988761625,Foresight Ventures,,200,
2023-01-12,MoviePass,Seed,,,subscription-based movie ticketing service,,,https://twitter.com/Variety/status/1613560164304539649 ,Animoca Brands,"Claritas Capital, Emerald Plus, Gaingels, Harlem Capital Partners, PKO VC, Sandhill Angels",,
2023-01-12,Exactly,Private Round,2.0,Ethereum,"decentralized, non-custodial and autonomous marketplace for depositing and borrowing crypto assets",DeFi,DeFi & CeFi,https://twitter.com/ExactlyProtocol/status/1613539500210421762,"Kain Warwick, Esteban Ordano","Bodhi Ventures, Newtopia VC, NXTP Ventures, Kaszek Ventures",,2385
2023-01-12,Suptho,Pre-Seed,1.0,,"Suptho is a location-based social app that bridges the digital and physical worlds, enabling users to explore their surroundings virtually and in real life",Metaverse,"NFT, Gaming & Metaverse",https://www.cypherhunter.com/en/e/suptho-raised-funding-2023-01-12/,,"Borderless Capital, Shima Capital, MH Ventures, Signum Capital, Cogitent Ventures, OrangeDAO, Delta Blockchain Fund",,
2023-01-12,Alkimiya,Venture Round,7.2,Avalanche,decentralized capital markets for blockspace,DeFi,DeFi & CeFi,decentralized capital markets for blockspace,"1kx, Castle Island Ventures","Dragonfly Capital, Circle Ventures, Coinbase Ventures",,
2023-01-12,Quantum Temple,Pre-Seed,2.0,Ethereum,Cultural artifact NFTs,NFT,"NFT, Gaming & Metaverse",https://www.globenewswire.com/en/news-release/2023/01/12/2588090/0/en/UPDATE-Quantum-Temple-Raises-2-Million-in-Pre-Seed-Funding-to-Leverage-Web3-for-Cultural-Heritage-Preservation.html,Borderless Capital,"Algorand Foundation, Outliers Fund, Shima Capital, New Moon Ventures, NxGen Capital",,
2023-01-11,Open Forest Protocol,Pre-Seed,4.1,,"on-chain measurement, reporting, & verification platform for any forest on eart",,,https://twitter.com/Cryptoprenure/status/1613160334210240514,,"Shima Capital, Übermorgen Ventures, Not Boring Capital, Mercy Corps Ventures, Byzantine Marine, Big Brain Holdings, Valor Capital Group",,
2023-01-11,Quasar,Bridge Round,5.4,Cosmos,Decentralized asset management protocol,DeFi,DeFi & CeFi,https://twitter.com/CoinDesk/status/1613189758678597634?s=20&t=BNQzU1Tar1PqiB7TRavJbQ,Shima Capital,"Polychain Capital, Blockchain Capital, Hash Capital, CIB, Sunny Aggarwal",70,3167
2023-01-10,Jumbo,Strategic Private Sale,3.5,Near,Decentralized exchange,DEX,,https://www.prnewswire.com/news-releases/jumbo-raises-3-5m-to-deliver-its-decentralized-exchange-ecosystem-to-the-near-protocol-301717080.html,"Pantera Capital, Huobi Incubator","DWeb3, D21 Ventures, Metaweb, Fundamental Labs, Proximity Labs, Genblock Capital",,1547
2023-01-10,Easy Company,Seed,14.2,Ethereum,Social crypto wallet,DeFi,DeFi & CeFi,https://twitter.com/jacqmelinek/status/1612811749509545984,,"Lobby Capital, Relay Ventures, 6th Man Ventures, Tapestry, Upside , Scribble Ventures, Jim Everingham, Kevin Weil",,
2023-01-05,Momentum,Pre-Seed,5.0,Sui,"Momentum is the premier ve(3,3) DEX designed to align the interests of traders, liquidity providers, and token holders , driving sustainable, long-term value creation",DeFi,DeFi & CeFi,https://x.com/MMTFinance/status/1906775230103883817,Jump Capital,"Coinbase Ventures, Circle, Shima Capital, The Spartan Group, Redpoint",,6005
2023-01-05,MSafe,Seed,5.0,Aptos,multi-signature wallet solution on the Aptos / Move ecosystem,,,https://twitter.com/MomentumSafe/status/1611003125913075713,Jump Crypto,"Circle Ventures, Coinbase Ventures, Superscrypt , Redpoint, Shima Capital, The Spartan Group",,
2023-01-03,Calvaria: Duels of Eternity,Token Pre-Sale,2.5,,play-to-earn project,Gaming,"NFT, Gaming & Metaverse",https://cointelegraph.com/press-releases/crypto-gaming-project-calvaria-raises-25m-in-presale-announces-ieo-on-bkex,,,,
2023-01-03,Ondefy,,1.0,"Polygon, Ethereum",DeFi Superapp,,,https://twitter.com/ondefy/status/1610305695219437568,,"AngelDAO, Paraswap, Stacker Ventures, Caballeros Capital, White Loop Capital, Cryptoast, YellowSpoon, Tenzor Capital, Stake Capital, HyperGrowth",,
2022-12-30,Fight Out,Token Pre-Sale,2.5,,Revolutionary new move-to-earn crypto project,Game,,https://cryptonews.com/news/fightout-move-earn-crypto-presale-raises-nearly-25-million-50-bonus-ends-soon-is-this-the-next-25x-ico.htm,,,,
2022-12-30,ML Tech,,1.9,,a provider of a non-custodial digital asset investment management platform giving institutional investors access to automated crypto trading strategies,Trading,DeFi & CeFi,https://refreshmiami.com/miami-based-crypto-platform-ml-tech-raises-1-9m/,,"Belvedere Strategic Capital, Hyperithm, Nascent",,
2022-12-29,TON,Ecosystem Round,10.0,TON,"TON is a L1 blockchain and a decentralized and open internet, created by the community using a technology designed by Telegram",L1,Base Layers & Scaling,https://blockworks.co/news/ton-standout-in-rocky-crypto-markets,Cypher Capital,,,chain#ton
2022-12-21,Dsquared,Private token sale,0.2,Arbitrum,Dynamic Quant Strategies,DeFi,DeFi & CeFi,https://twitter.com/Dsquaredfinance/status/1605501201503596545,,,,
2022-12-21,Cypherock,Seed,1.0,,Hardware Wallet,,,https://twitter.com/decryptmedia/status/1605653962018983956,,"ConsenSys Mesh, Infinite Capital, Gnosis, Sandeep Nailwal, Mahin Gupta, OrangeDAO",,
2022-12-20,Tonsnipe,Private Equity,0.1,TON,Token presale tracking and NFT aggregating platform ,,,https://twitter.com/tonsnipe/status/1604930079078883329 ,,,,
2022-12-20,LayerTwo Labs,Seed,3.0,Bitcoin,Sidechains on Bitcoin Network,L2,Base Layers & Scaling,https://twitter.com/CoinDesk/status/1605171930805551104,,,,
2022-12-19,Arrakis Finance,Seed,4.0,"Ethereum, Polygon, Optimism",a decentralized market-making protocol,DeFi,DeFi & CeFi,https://twitter.com/ArrakisFinance/status/1604897501793902594,,"Uniswap Labs Ventures, Accel, Polygon Ventures, Robot Ventures",,641
2022-12-19,Concordex,Seed,1.7,Concordium,DEX on Concordium Blockchain,DeFi,DeFi & CeFi,https://twitter.com/concordexlabs/status/1604862175708909568,,"Tacans Labs, Skynet Trading, Seier Capital, Concordium",,3172
2022-12-19,Revel,Seed,7.8,,Social Collectibles Platform,NFT,"NFT, Gaming & Metaverse",https://twitter.com/TechCrunch/status/1604839120093827079,Dragonfly Capital,"USV, Sfermion, 6th Man Ventures, Gaingels, WAGMI Ventures, Alumni Ventures, Global Impact Ventures, Hansa Labs, Polygon Ventures",,
2022-12-19,Pods,Seed,5.6,"Ethereum, Polygon, Arbitrum",Structured products for crypto,DeFi,DeFi & CeFi,https://twitter.com/PodsFinance/status/1604919849444347904,,"IOSG Ventures, Tomahawk VC, Republic, Framework Ventures, 4RC",,663
2022-12-19,Foundation Devices,Seed,7.0,,Hardware wallet,,,https://twitter.com/CoinDesk/status/1604834474377764864 ,Polychain Capital,"Greenfield Capital, Lightning Ventures, Third Prime Ventures, Warburg Serres Investments, Unpopular Ventures, Bolt Ventures",,
2022-12-16,Amber Group,Series C,300.0,,Liquidity provider & digital asset platform,,,https://twitter.com/ambergroup_io/status/1603608618216984576?s=20&t=UqldYcm8i8k5BDiyTf0-Rw,Fenbushi Capital,,,
2022-12-16,Pine Protocol,Private,3.0,Ethereum,Permissionless NFT-backed loans and NFT financing,NFT,"NFT, Gaming & Metaverse",https://twitter.com/PineProtocol/status/1603668507442708481,"Amber Group, Sparkle Ventures","Shima Capital, The Lao, MapleBlock Capital, The Spartan Group",,2558
2022-12-16,Utorg,Seed,5.0,,Fiat Gateway for Crypto,,,https://twitter.com/TheBlock__/status/1603818820715651072,Dragonfly Capital,"TA Ventures, Hypra Fund",,
2022-12-16,Blockbrain,Pre-Seed,2.5,Ethereum,Personal web3 guardian,,,https://twitter.com/BlockBrainAI/status/1603739153941860353?s=20&t=RlO59zNSaCAzkuXvFXX4ug,,"Shio Capital, Johannes Schaback, Sebastian Schmidt, Gregor Stuhler, w3.fund, Robert Maier, Marcus Erken, Unifier Ventures, Jakob Schreyer, zeitgeistgroup",,
2022-12-15,Frontrunner,Seed,4.75,Injective,Decentralized sports prediction market,Betting,,https://twitter.com/TheBlock__/status/1603027862625345536?s=20&t=tELuyfDUbh6jS1ukz0_6vw,Susquehanna Private Equity Investments,"Soma Capital, Toy Ventures, Ledger Prime, WAGMI Ventures",,
2022-12-15,Decent,Seed,3.5,"Ethereum, Polygon, Optimism, Arbitrum",NFT Infrastructure Protocol,NFT,"NFT, Gaming & Metaverse",https://www.theblock.co/post/195485/nft-infrastructure-protocol-decent-raises-3-5-million-from-y-combinator-and-others-exclusive,Archetype Ventures,"Y Combinator, Circle Ventures, Palm Tree Crew, Kyrre Gorvell-Dahll, Ilya Fushmam, Ian Lapham",,
